audio_id,media_type,source_pack,source_category,source_path,normalized_path,extension,notes
sfx_100_cc0_sfx_0_gong_01,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/gong_01.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_gong_01.ogg,ogg,normalized
sfx_100_cc0_sfx_0_gong_02,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/gong_02.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_gong_02.ogg,ogg,normalized
sfx_100_cc0_sfx_0_hit_01,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/hit_01.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_hit_01.ogg,ogg,normalized
sfx_100_cc0_sfx_0_hit_02,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/hit_02.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_hit_02.ogg,ogg,normalized
sfx_100_cc0_sfx_0_hit_03,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/hit_03.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_hit_03.ogg,ogg,normalized
sfx_100_cc0_sfx_0_hit_04,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/hit_04.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_hit_04.ogg,ogg,normalized
sfx_100_cc0_sfx_0_key_open_01,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/key_open_01.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_key_open_01.ogg,ogg,normalized
sfx_100_cc0_sfx_0_key_open_02,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/key_open_02.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_key_open_02.ogg,ogg,normalized
sfx_100_cc0_sfx_0_machine_01,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/machine_01.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_machine_01.ogg,ogg,normalized
sfx_100_cc0_sfx_0_machine_02,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/machine_02.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_machine_02.ogg,ogg,normalized
sfx_100_cc0_sfx_0_machine_03,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/machine_03.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_machine_03.ogg,ogg,normalized
sfx_100_cc0_sfx_0_metal_01,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/metal_01.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_metal_01.ogg,ogg,normalized
sfx_100_cc0_sfx_0_metal_02,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/metal_02.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_metal_02.ogg,ogg,normalized
sfx_100_cc0_sfx_0_metal_03,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/metal_03.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_metal_03.ogg,ogg,normalized
sfx_100_cc0_sfx_0_metal_04,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/metal_04.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_metal_04.ogg,ogg,normalized
sfx_100_cc0_sfx_0_metal_05,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/metal_05.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_metal_05.ogg,ogg,normalized
sfx_100_cc0_sfx_0_metal_06,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/metal_06.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_metal_06.ogg,ogg,normalized
sfx_100_cc0_sfx_0_metal_07,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/metal_07.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_metal_07.ogg,ogg,normalized
sfx_100_cc0_sfx_0_metal_08,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/metal_08.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_metal_08.ogg,ogg,normalized
sfx_100_cc0_sfx_0_metal_09,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/metal_09.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_metal_09.ogg,ogg,normalized
sfx_100_cc0_sfx_0_metal_10,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/metal_10.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_metal_10.ogg,ogg,normalized
sfx_100_cc0_sfx_0_metal_11,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/metal_11.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_metal_11.ogg,ogg,normalized
sfx_100_cc0_sfx_0_metal_12,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/metal_12.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_metal_12.ogg,ogg,normalized
sfx_100_cc0_sfx_0_microwave_door_close,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/microwave_door_close.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_microwave_door_close.ogg,ogg,normalized
sfx_100_cc0_sfx_0_microwave_door_open,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/microwave_door_open.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_microwave_door_open.ogg,ogg,normalized
sfx_100_cc0_sfx_0_noise_01,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/noise_01.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_noise_01.ogg,ogg,normalized
sfx_100_cc0_sfx_0_noise_02,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/noise_02.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_noise_02.ogg,ogg,normalized
sfx_100_cc0_sfx_0_other_01,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/other_01.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_other_01.ogg,ogg,normalized
sfx_100_cc0_sfx_0_other_02,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/other_02.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_other_02.ogg,ogg,normalized
sfx_100_cc0_sfx_0_other_03,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/other_03.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_other_03.ogg,ogg,normalized
sfx_100_cc0_sfx_0_other_04,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/other_04.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_other_04.ogg,ogg,normalized
sfx_100_cc0_sfx_0_other_05,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/other_05.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_other_05.ogg,ogg,normalized
sfx_100_cc0_sfx_0_other_06,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/other_06.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_other_06.ogg,ogg,normalized
sfx_100_cc0_sfx_0_other_07,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/other_07.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_other_07.ogg,ogg,normalized
sfx_100_cc0_sfx_0_paper_01,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/paper_01.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_paper_01.ogg,ogg,normalized
sfx_100_cc0_sfx_0_paper_02,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/paper_02.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_paper_02.ogg,ogg,normalized
sfx_100_cc0_sfx_0_paper_03,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/paper_03.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_paper_03.ogg,ogg,normalized
sfx_100_cc0_sfx_0_paper_04,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/paper_04.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_paper_04.ogg,ogg,normalized
sfx_100_cc0_sfx_0_plop_01,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/plop_01.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_plop_01.ogg,ogg,normalized
sfx_100_cc0_sfx_0_plop_02,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/plop_02.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_plop_02.ogg,ogg,normalized
sfx_100_cc0_sfx_0_pot_01,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/pot_01.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_pot_01.ogg,ogg,normalized
sfx_100_cc0_sfx_0_pot_02,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/pot_02.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_pot_02.ogg,ogg,normalized
sfx_100_cc0_sfx_0_shot_01,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/shot_01.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_shot_01.ogg,ogg,normalized
sfx_100_cc0_sfx_0_shot_02,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/shot_02.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_shot_02.ogg,ogg,normalized
sfx_100_cc0_sfx_0_slam_01,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/slam_01.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_slam_01.ogg,ogg,normalized
sfx_100_cc0_sfx_0_slam_02,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/slam_02.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_slam_02.ogg,ogg,normalized
sfx_100_cc0_sfx_0_slam_03,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/slam_03.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_slam_03.ogg,ogg,normalized
sfx_100_cc0_sfx_0_slam_04,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/slam_04.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_slam_04.ogg,ogg,normalized
sfx_100_cc0_sfx_0_slam_05,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/slam_05.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_slam_05.ogg,ogg,normalized
sfx_100_cc0_sfx_0_slam_06,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/slam_06.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_slam_06.ogg,ogg,normalized
sfx_100_cc0_sfx_0_slam_07,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/slam_07.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_slam_07.ogg,ogg,normalized
sfx_100_cc0_sfx_0_splash_01,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/splash_01.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_splash_01.ogg,ogg,normalized
sfx_100_cc0_sfx_0_splash_02,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/splash_02.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_splash_02.ogg,ogg,normalized
sfx_100_cc0_sfx_0_spring_01,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/spring_01.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_spring_01.ogg,ogg,normalized
sfx_100_cc0_sfx_0_spring_02,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/spring_02.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_spring_02.ogg,ogg,normalized
sfx_100_cc0_sfx_0_spring_03,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/spring_03.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_spring_03.ogg,ogg,normalized
sfx_100_cc0_sfx_0_spring_04,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/spring_04.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_spring_04.ogg,ogg,normalized
sfx_100_cc0_sfx_0_spring_05,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/spring_05.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_spring_05.ogg,ogg,normalized
sfx_100_cc0_sfx_0_spring_06,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/spring_06.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_spring_06.ogg,ogg,normalized
sfx_100_cc0_sfx_0_spring_07,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/spring_07.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_spring_07.ogg,ogg,normalized
sfx_100_cc0_sfx_0_spring_08,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/spring_08.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_spring_08.ogg,ogg,normalized
sfx_100_cc0_sfx_0_spring_09,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/spring_09.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_spring_09.ogg,ogg,normalized
sfx_100_cc0_sfx_0_switch_01,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/switch_01.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_switch_01.ogg,ogg,normalized
sfx_100_cc0_sfx_0_switch_02,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/switch_02.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_switch_02.ogg,ogg,normalized
sfx_100_cc0_sfx_0_toilet_01,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/toilet_01.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_toilet_01.ogg,ogg,normalized
sfx_100_cc0_sfx_0_toilet_02,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/toilet_02.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_toilet_02.ogg,ogg,normalized
sfx_100_cc0_sfx_0_tools_01,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/tools_01.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_tools_01.ogg,ogg,normalized
sfx_100_cc0_sfx_0_tools_02,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/tools_02.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_tools_02.ogg,ogg,normalized
sfx_100_cc0_sfx_0_tools_03,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/tools_03.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_tools_03.ogg,ogg,normalized
sfx_100_cc0_sfx_0_tools_04,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/tools_04.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_tools_04.ogg,ogg,normalized
sfx_100_cc0_sfx_0_tools_05,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/tools_05.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_tools_05.ogg,ogg,normalized
sfx_100_cc0_sfx_0_weird_01,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/weird_01.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_weird_01.ogg,ogg,normalized
sfx_100_cc0_sfx_0_weird_02,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/weird_02.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_weird_02.ogg,ogg,normalized
sfx_100_cc0_sfx_0_weird_03,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/weird_03.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_weird_03.ogg,ogg,normalized
sfx_100_cc0_sfx_0_weird_04,sfx,100_cc0_sfx_0,root,assetdirectory/audio/sfx_ogapacks/source/100_cc0_sfx_0/weird_04.ogg,assetdirectory/audio/normalized/sfx/100_cc0_sfx_0/sfx_100_cc0_sfx_0_weird_04.ogg,ogg,normalized
